"Rural/Urban:- 1=Rural, 2=Urban",,,,,,,,,,,
"School Category : - Primary (1), Primary with Upper Primary (2), Primary with Upper primary and secondary/higher secondary (3), Upper primary only (4), Upper primary with secondary/higher secondary (5)",,,,,,,,,,,
,,,,,,,,,,,
"Management :- Department of Education (1), Tribal/Social Welfare Department (2), Local Body (3), Pvt. Aided (4), Pvt. Unaided (5), Others (6)",,,,,,,,,,,
,,,,,,,,,,,
School Code,State Name,District Name,Block Name,Village Name,School Name,Rural/Urban,School Category,School Management,Total Enrolment,Total Classroom,Student Classroom Ratio
28210500202,Andhra Pradesh                     ,KURNOOL,C.BELAGAL,PALUKUDODDI,1305002 - M.P.Primary School,1,1,3,140,3,47
28210500601,Andhra Pradesh                     ,KURNOOL,C.BELAGAL,POLAKAL,1305010 - M.P.Primary School (R),1,1,3,403,9,45
28210500602,Andhra Pradesh                     ,KURNOOL,C.BELAGAL,POLAKAL,1305012 - M.P.Primary School (SPL),1,1,3,330,8,41
28210500603,Andhra Pradesh                     ,KURNOOL,C.BELAGAL,POLAKAL,1305013 - M.P.Primary School (B.C),1,1,3,82,2,41
28210500604,Andhra Pradesh                     ,KURNOOL,C.BELAGAL,POLAKAL,1305031 - M.P.E.SCHOOL,1,1,3,380,8,48
28210500605,Andhra Pradesh                     ,KURNOOL,C.BELAGAL,POLAKAL,1305602 - Z.P.High School,1,5,3,253,5,51
28213901501,Andhra Pradesh                     ,KURNOOL,CHAGALAMARRI,CHAGALAMARRI,1339019 - M.P.Primary School,1,1,3,324,6,54
28213901504,Andhra Pradesh                     ,KURNOOL,CHAGALAMARRI,CHAGALAMARRI,1339022 - M.P.Primary School,1,1,3,125,3,42
28213901505,Andhra Pradesh                     ,KURNOOL,CHAGALAMARRI,CHAGALAMARRI,1339023 - M.P.Primary School,1,1,3,101,2,51
28213901506,Andhra Pradesh                     ,KURNOOL,CHAGALAMARRI,CHAGALAMARRI,1339024 - M.P.Primary School,1,1,3,94,1,94
28213901517,Andhra Pradesh                     ,KURNOOL,CHAGALAMARRI,CHAGALAMARRI,1339602 - Z.P.High School,1,5,3,597,6,100
28213901523,Andhra Pradesh                     ,KURNOOL,CHAGALAMARRI,CHAGALAMARRI,1339611 - Z.P.O.G. HIGH SCHOOL,1,5,3,276,5,55
28213901902,Andhra Pradesh                     ,KURNOOL,CHAGALAMARRI,CHINNA VANGALI,1339604 - Z.P.High School,1,5,3,201,5,40
28213900604,Andhra Pradesh                     ,KURNOOL,CHAGALAMARRI,D. VANIPENTA,1339046 - M.P.PRIMARY SCHOOL,1,1,3,42,1,42
28213900201,Andhra Pradesh                     ,KURNOOL,CHAGALAMARRI,PEDDA BODHANAM,1339002 - MP PRIMARY SCHOOL,1,1,3,142,3,47
28215301102,Andhra Pradesh                     ,KURNOOL,CHIPPAGIRI,BANTANAHAL,1353304 - M.P.U.P.School,1,2,3,120,2,60
28215300801,Andhra Pradesh                     ,KURNOOL,CHIPPAGIRI,DEGALAHAL,1353013 - M.P.Primary School,1,1,3,199,4,50
28215300401,Andhra Pradesh                     ,KURNOOL,CHIPPAGIRI,NEMAKAL,1353008 - M.P.Primary School,1,1,3,128,2,64
28215300404,Andhra Pradesh                     ,KURNOOL,CHIPPAGIRI,NEMAKAL,1353602 - Z.P.High School,1,5,3,325,7,46
28215300201,Andhra Pradesh                     ,KURNOOL,CHIPPAGIRI,RAMADURGAM,1353003 - M.P.Primary School,1,1,3,156,2,78
28215300202,Andhra Pradesh                     ,KURNOOL,CHIPPAGIRI,RAMADURGAM,1353004 - M.P.Primary School,1,1,3,77,1,77
28212700801,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,CHELLELICHELIMALA,1327019 - M.P.Primary School,1,1,3,93,2,47
28212700802,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,CHELLELICHELIMALA,1327020 - M.P.Primary School,1,1,3,137,2,69
28212700803,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,CHELLELICHELIMALA,1327301 - M.P.U.P.School,1,2,3,180,3,60
28212700804,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,CHELLELICHELIMALA,1327319 - M P U P SCHOOL,1,2,3,123,3,41
28212701201,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,DEVANAKONDA,1327027 - M.P.Ele  School,1,1,3,425,5,85
28212701208,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,DEVANAKONDA,1327604 - Z.P.High School,1,5,3,461,8,58
28212701501,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,GUNDLAKONDA,1327037 - M.P.Primary School,1,1,3,67,1,67
28212701503,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,GUNDLAKONDA,1327040 - M P ELE SCHOOL,1,1,3,83,2,42
28212701504,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,GUNDLAKONDA,1327307 - M.P.U.P.School,1,2,3,228,5,46
28212701506,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,GUNDLAKONDA,1327313 - M P U P SCHOOL,1,2,3,182,2,91
28212700903,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,JILLEDUBUDAKALA,1327302 - M.P.U.P.School,1,2,3,168,4,42
28212700402,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,KAPPATRALLA,1327012 - M.P.Primary School,1,1,3,399,4,100
28212701001,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,KARIVEMULA,1327024 - M.P.Primary School,1,1,3,127,2,64
28212701002,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,KARIVEMULA,1327303 - M.P.U.P.School,1,2,3,265,5,53
28212701102,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,KUNKANUR,1327304 - M.P.U.P.School,1,2,3,421,5,84
28212701103,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,KUNKANUR,1327317 - M P U P SCHOOL,1,2,3,126,2,63
28212700502,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,MACHAPURAM,1327311 - M P U P SCHOOL,1,2,3,217,3,72
28212700503,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,MACHAPURAM,1327315 - M  P U P SCHOOL,1,2,3,194,2,97
28212701403,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,NALLACHELIMALA,1327306 - M.P.U.P.School,1,2,3,206,3,69
28212700601,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,P.KOTAKONDA,1327016 - M.P.Primary School,1,1,3,365,5,73
28212700603,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,P.KOTAKONDA,1327018 - M.P.Primary School,1,1,3,149,2,75
28212700604,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,P.KOTAKONDA,1327603 - P P H S M Z P H SCHOOL,1,5,3,204,5,41
28212700303,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,PALAKURTHY,1327314 - M P U P SCHOOL,1,2,3,201,2,101
28212700304,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,PALAKURTHY,1327318 - M P U P SCHOOL,1,2,3,178,2,89
28212700101,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,POTLAPADU,1327002 - M.P.Primary School,1,1,3,142,2,71
28212700102,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,POTLAPADU,1327320 - M P U P SCHOOL,1,2,3,132,2,66
28212700201,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,TERNEKAL,1327003 - M.P.Primary School,1,1,3,472,5,94
28212700202,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,TERNEKAL,1327004 - M.P.Primary School,1,1,3,50,1,50
28212700204,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,TERNEKAL,1327006 - M.P.Primary School,1,1,3,160,3,53
28212700206,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,TERNEKAL,1327601 - Z.P.High School,1,5,3,640,8,80
28212701301,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,VELAMAKURU,1327031 - M.P.Primary School,1,1,3,120,2,60
28212701304,Andhra Pradesh                     ,KURNOOL,DEVANAKONDA,VELAMAKURU,1327312 - M P U P SCHOOL,1,2,3,186,2,93
28214901203,Andhra Pradesh                     ,KURNOOL,DHONE,CHANUGONDLA,1349313 - M.P.U.P.School,1,2,3,211,4,53
28214901503,Andhra Pradesh                     ,KURNOOL,DHONE,DEVARABANDA,1349314 - M.P.U.P.School,1,2,3,180,4,45
28214901504,Andhra Pradesh                     ,KURNOOL,DHONE,DEVARABANDA,1349315 - M.P.U.P.School,1,2,3,130,3,43
28214900603,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349015 - M.P.Primary School,2,1,3,130,3,43
28214900605,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349017 - M.P.Primary School,1,1,3,162,2,81
28214900607,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349019 - M.P.Primary School,1,1,3,79,1,79
28214900608,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349020 - M.P.Primary School,1,1,3,60,1,60
28214900611,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349053 - Govt.S T Primary School,1,1,1,44,1,44
28214900622,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349072 - M.P.E.SCHOOL(NN COLONY),1,1,3,210,5,42
28214900627,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349073- M.P.E.SCHOOL(KOTHAPETA),1,1,3,243,6,41
28214900624,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349306 - M.P.U.P.School,1,2,3,344,4,86
28214900625,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349307 - M.P.U.P.School,1,2,3,245,5,49
28214900626,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349308 - M.P.U.P.School,1,2,3,232,5,46
28214900637,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349602 - Z.P.High School(Girls),1,5,3,930,13,72
28214900638,Andhra Pradesh                     ,KURNOOL,DHONE,DHONE,1349603 - Z.P.High School,1,5,3,491,5,98
28214901105,Andhra Pradesh                     ,KURNOOL,DHONE,EDDUPENTA,1349325 - MP UP SCHOOL,1,2,3,217,4,54
28214900401,Andhra Pradesh                     ,KURNOOL,DHONE,JAGADURTHI,1349007 - M.P.Primary School,1,1,3,80,1,80
28214900402,Andhra Pradesh                     ,KURNOOL,DHONE,JAGADURTHI,1349008 - M.P.Primary School,1,1,3,44,1,44
28214900502,Andhra Pradesh                     ,KURNOOL,DHONE,KAMAGANIKUNTLA,1349012 - M.P.Primary School,1,1,3,55,1,55
28214900902,Andhra Pradesh                     ,KURNOOL,DHONE,KOCHERUVU,1349032 - M.P.Primary School,1,1,3,107,2,54
28214900904,Andhra Pradesh                     ,KURNOOL,DHONE,KOCHERUVU,1349034 - M.P.Primary School,1,1,3,96,1,96
28214901401,Andhra Pradesh                     ,KURNOOL,DHONE,KOTHA BURUJU,1349046 - M.P.Primary School,1,1,3,94,2,47
28214901603,Andhra Pradesh                     ,KURNOOL,DHONE,KOTHAKOTA,1349316 - M.P.U.P.School,1,2,3,146,3,49
28214900801,Andhra Pradesh                     ,KURNOOL,DHONE,MALKAPURAM,1349024 - M.P.Primary School,1,1,3,46,1,46
28214900802,Andhra Pradesh                     ,KURNOOL,DHONE,MALKAPURAM,1349025 - M.P.Primary School,1,1,3,135,2,68
28214900806,Andhra Pradesh                     ,KURNOOL,DHONE,MALKAPURAM,1349029 - M.P.Primary School,1,1,3,42,1,42
28214900811,Andhra Pradesh                     ,KURNOOL,DHONE,MALKAPURAM,1349604 - Z.P.High School,1,5,3,285,6,48
28214900701,Andhra Pradesh                     ,KURNOOL,DHONE,SHOTRIUM VALASA,1349023 - M.P.Primary School,1,1,3,115,2,58
28214901004,Andhra Pradesh                     ,KURNOOL,DHONE,UNGARANIGUNDLA,1349038 - M.P.Primary School,1,1,3,101,2,51
28214900203,Andhra Pradesh                     ,KURNOOL,DHONE,VENKATAPURAM,1349006 - M.P.Primary School,1,1,3,186,4,47
28214900205,Andhra Pradesh                     ,KURNOOL,DHONE,VENKATAPURAM,1349329 - MP UP SCHOOL,1,2,3,208,3,69
28214900101,Andhra Pradesh                     ,KURNOOL,DHONE,YAPADINNE,1349001 - M.P.Primary School,1,1,3,60,1,60
28214100304,Andhra Pradesh                     ,KURNOOL,DORNIPADU,CHAKARAJUVEMULA,1341022 - M P P SCHOOL,1,1,3,56,1,56
28214100808,Andhra Pradesh                     ,KURNOOL,DORNIPADU,DORNIPADU,1341603 - Z.P.High School,1,5,3,481,10,48
28214100902,Andhra Pradesh                     ,KURNOOL,DORNIPADU,KRISTIPADU,1341304 - M.P.U.P.School,1,2,3,88,2,44
28213200501,Andhra Pradesh                     ,KURNOOL,GADIVEMULA,BILAKALA GUDUR,1332009 - M.P.Primary School,1,1,3,103,2,52
28213200504,Andhra Pradesh                     ,KURNOOL,GADIVEMULA,BILAKALA GUDUR,1332302 - M.P.U.P.School,1,2,3,264,6,44
28213200309,Andhra Pradesh                     ,KURNOOL,GADIVEMULA,GADIVEMULA,1332313 - M.P.U.P.SCHOOL,1,2,3,100,2,50
28213200101,Andhra Pradesh                     ,KURNOOL,GADIVEMULA,GANI,1332001 - M.P.Primary School,1,1,3,207,5,41
28212000201,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,ALWALA,1320004 - M.P.Primary School,1,1,3,49,1,49
28212000202,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,ALWALA,1320005 - M.P.Primary School,1,1,3,146,2,73
28212000203,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,ALWALA,1320302 - M.P.U.P.School,1,2,3,319,3,106
28212000204,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,ALWALA,1320312 - MPUP SCHOOL,1,2,3,367,3,122
28212001602,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,B. AGRAHARAM,1320322 - MPUP SCHOOL,1,2,3,214,2,107
28212001501,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,BYLUPPALA,1320321 - MPUP SCHOOL,1,2,3,260,3,87
28212001103,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,ERRABADU,1320308 - M.P.U.P.School,1,2,3,254,5,51
28212001401,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,GANJIHALLI,1320033 - M.P.Primary School,1,1,3,186,4,47
28212001403,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,GANJIHALLI,1320309 - M.P.U.P.School,1,2,3,314,4,79
28212000501,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,GONEGANDLA,1320011 - M.P.Primary School,1,1,3,183,4,46
28212000502,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,GONEGANDLA,1320012 - M.P.Primary School,1,1,3,199,3,66
28212000503,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,GONEGANDLA,1320014 - M.P.Primary School,1,1,3,156,3,52
28212000504,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,GONEGANDLA,1320015 - M.P.Primary School,1,1,3,74,1,74
28212000508,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,GONEGANDLA,1320050 - MPE SCHOOL,1,1,3,387,4,97
28212000511,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,GONEGANDLA,1320601 - Z.P.High School,1,5,3,844,10,84
28212000603,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,HANDRI KHAIRAWADI,1320052 - MP ELE SCHOOL,1,1,3,263,6,44
28212000604,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,HANDRI KHAIRAWADI,1320602 - Z.P.High School,1,5,3,140,3,47
28212001301,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,IRANBANDA,1320031 - M.P.Primary School,1,1,3,99,2,50
28212001303,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,IRANBANDA,1320319 - MPUP SCHOOL,1,2,3,249,4,62
28212001304,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,IRANBANDA,1320320 - MPUP SCHOOL,1,2,3,200,4,50
28212000401,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,KULUMALA,1320008 - M.P.Primary School,1,1,3,102,2,51
28212000402,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,KULUMALA,1320304 - M.P.U.P.School,1,2,3,314,6,52
28212001001,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,KURNUR,1320318 - MPUP SCHOOL,1,2,3,184,4,46
28212001201,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,NERUDUPPALA,1320027 - M.P.Primary School,1,1,3,125,3,42
28212001202,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,NERUDUPPALA,1320028 - M.P.Primary School,1,1,3,202,5,40
28212000101,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,PEDDA MARRIVEEDU,1320001 - M.P.Primary School,1,1,3,122,2,61
28212000102,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,PEDDA MARRIVEEDU,1320301 - M.P.U.P.School,1,2,3,459,6,77
28212000304,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,PEDDA NELATUR,1320303 - M.P.U.P.School,1,2,3,461,3,154
28212000801,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,THIPPANUR,1320020 - M.P.Primary School,1,1,3,186,3,62
28212000804,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,THIPPANUR,1320317 - MPUP SCHOOL,1,2,3,157,3,52
28212000701,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,VEMUGODU,1320048 - MPP SCHOOL,1,1,3,121,2,61
28212000702,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,VEMUGODU,1320306 - M.P.U.P.School,1,2,3,332,5,66
28212000703,Andhra Pradesh                     ,KURNOOL,GONEGANDLA,VEMUGODU,1320316 - MPUP SCHOOL,1,2,3,232,2,116
28214201502,Andhra Pradesh                     ,KURNOOL,GOSPADU,M.KRISHNAPURAM,1342310 - M.P.U.P.School,1,2,3,188,3,63
28214200501,Andhra Pradesh                     ,KURNOOL,GOSPADU,SAMBAVARAM,1342004 - M.P.Primary School,1,1,3,172,4,43
28214201407,Andhra Pradesh                     ,KURNOOL,GOSPADU,YALLURU,1342603 - Z.P.High School,1,5,3,288,7,41
28210601101,Andhra Pradesh                     ,KURNOOL,GUDUR,BUDIDAPADU,1306022 - M.P.Primary School (REG),1,1,3,181,4,45
28210600701,Andhra Pradesh                     ,KURNOOL,GUDUR,CHANUGONDLA,1306015 - M.P.Primary School (MAIN),1,1,3,315,6,53
28210600704,Andhra Pradesh                     ,KURNOOL,GUDUR,CHANUGONDLA,1306018 - M.P.Primary School (H.W),1,1,3,177,4,44
28210600705,Andhra Pradesh                     ,KURNOOL,GUDUR,CHANUGONDLA,1306603 - Z.P.High School,1,5,3,213,2,107
28210600801,Andhra Pradesh                     ,KURNOOL,GUDUR,GUDIPADU,1306302 - M.P.U.P.School,1,2,3,245,6,41
28210600609,Andhra Pradesh                     ,KURNOOL,GUDUR,GUDUR,1306014 - M.P.Primary School,1,1,3,103,2,52
28210600612,Andhra Pradesh                     ,KURNOOL,GUDUR,GUDUR,1306029 - M P PRIMARY SCHOOL (S.C),1,1,3,97,2,49
28210600617,Andhra Pradesh                     ,KURNOOL,GUDUR,GUDUR,1306602 - Z.P.High School(Girls),1,5,3,376,7,54
28210600301,Andhra Pradesh                     ,KURNOOL,GUDUR,MUNAGALA,1306003 - M.P.Primary School (DPEP),1,1,3,105,2,53
28215400101,Andhra Pradesh                     ,KURNOOL,HALAHARVI,BALLUR,1354001 - M.P.Primary School,1,1,3,107,2,54
28215400701,Andhra Pradesh                     ,KURNOOL,HALAHARVI,BILEHAL,1354303 - M P U P  SCHOOL,1,2,3,277,6,46
28215401804,Andhra Pradesh                     ,KURNOOL,HALAHARVI,CHINTHAKUNTA,1354604 - Z.P.High School,1,5,3,180,3,60
28215400901,Andhra Pradesh                     ,KURNOOL,HALAHARVI,GULYAM,1354007 - M.P.Primary School,1,1,3,465,4,116
28215400902,Andhra Pradesh                     ,KURNOOL,HALAHARVI,GULYAM,1354008 - M.P.Primary School,1,1,3,301,4,75
28215401301,Andhra Pradesh                     ,KURNOOL,HALAHARVI,HALAHARVI,1354012 - M.P.Primary School,1,1,3,83,2,42
28215401302,Andhra Pradesh                     ,KURNOOL,HALAHARVI,HALAHARVI,1354029 - M P E SCHOOL,1,1,3,206,5,41
28215401303,Andhra Pradesh                     ,KURNOOL,HALAHARVI,HALAHARVI,1354602 - Z.P.High School,1,5,3,298,6,50
28215401501,Andhra Pradesh                     ,KURNOOL,HALAHARVI,HARDAGIRI,1354015 - M.P.Primary School,1,1,3,200,3,67
28215401001,Andhra Pradesh                     ,KURNOOL,HALAHARVI,J.HOSAHALLI,1354009 - M.P.Primary School,1,1,3,115,2,58
28215402101,Andhra Pradesh                     ,KURNOOL,HALAHARVI,KOKKARACHEDU,1354024 - M.P.Primary School,1,1,3,173,3,58
28215402102,Andhra Pradesh                     ,KURNOOL,HALAHARVI,KOKKARACHEDU,1354605 - Z.P.High School,1,5,3,304,4,76
28215401601,Andhra Pradesh                     ,KURNOOL,HALAHARVI,MEDEHAL,1354306 - M P PSCHOOL,1,2,3,148,3,49
28215400801,Andhra Pradesh                     ,KURNOOL,HALAHARVI,NITRAVATTI,1354301 - M.P.U.P.School,1,2,3,339,8,42
28215400601,Andhra Pradesh                     ,KURNOOL,HALAHARVI,VIRUPAPURAM,1354302 - M P U P  SCHOOL,1,2,3,296,6,49
28212400901,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,CHINNAHYTA,1324009 - M.P.Primary School,1,1,3,82,2,41
28212400902,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,CHINNAHYTA,1324306 - MPUP SCHOOL,1,2,3,213,4,53
28212400601,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,HEBBATAM,1324029 - M.P.ELE.SCHOOL,1,1,3,335,4,84
28212400602,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,HEBBATAM,1324603 - Z P H SCHOOL,1,5,3,108,2,54
28212401001,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,HOLAGUNDA,1324010 - M.P.Primary School,1,1,3,499,6,83
28212401002,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,HOLAGUNDA,1324011 - M.P.Primary School,1,1,3,298,4,75
28212401003,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,HOLAGUNDA,1324013 - M.P.Primary School,1,1,3,171,3,57
28212401005,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,HOLAGUNDA,1324027 - M P P SCHOOL,1,1,3,107,2,54
28212401007,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,HOLAGUNDA,1324602 - Z.P.High School,1,5,3,727,17,43
28212400401,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,INGALADAHAL,1324003 - M.P.Primary School,1,1,3,183,3,61
28212400403,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,INGALADAHAL,1324601 - Z.P.High School,1,5,3,250,6,42
28212401801,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,KOGILATHOTA,1324310 - M P U P SCHOOL,1,2,3,292,3,97
28212400701,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,LINGADAHALLI,1324309 - MP UP SCHOOL,1,2,3,187,3,62
28212400301,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,MADDI LINGADAHALLI,1324002 - M.P.Primary School,1,1,3,170,2,85
28212401401,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,MUDDATAMAGI,1324019 - M.P.Primary School,1,1,3,174,2,87
28212401601,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,MUGUMANGONDI,1324021 - M.P.Primary School,1,1,3,58,1,58
28212402002,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,NERANIKI,1324026 - M.P.Primary School,1,1,3,122,3,41
28212402003,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,NERANIKI,1324307 - U P SCHOOL,1,2,3,244,4,61
28212400501,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,PEDDA GONEHAL,1324030 - MPE SCHOOL,1,1,3,157,3,52
28212401501,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,PEDDAHYTA,1324020 - M.P.Primary School,1,1,3,103,2,52
28212401701,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,SAMMATHAGIRI,1324022 - M.P.Primary School,1,1,3,135,2,68
28212401901,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,SULUVOY,1324305 - M.P.U.P.School,1,2,3,215,4,54
28212400201,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,VANDAVAGALI,1324302 - M.P.U.P.School,1,2,3,321,3,107
28212400202,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,VANDAVAGALI,1324313 - M P U P SCHOOL,1,2,3,149,3,50
28212400802,Andhra Pradesh                     ,KURNOOL,HOLAGUNDA,YELLARTHY,1324028 - M.P.ELE.SCHOOL,1,1,3,55,1,55
28211500705,Andhra Pradesh                     ,KURNOOL,J-BANGLAW,BANNUR,1315027 - M.P.E.SCHOOL,1,1,3,228,5,46
28211500708,Andhra Pradesh                     ,KURNOOL,J-BANGLAW,BANNUR,1315312 - M.P.U.P.SCHOOL   (URDU),1,2,3,154,2,77
28211500709,Andhra Pradesh                     ,KURNOOL,J-BANGLAW,BANNUR,1315604 - GOVT.HIGH SCHOOL,1,5,1,322,7,46
28211501002,Andhra Pradesh                     ,KURNOOL,J-BANGLAW,PARUMANCHALA,1315021 - MP PRIMARY SCHOOL,1,1,3,221,5,44
28211500803,Andhra Pradesh                     ,KURNOOL,J-BANGLAW,TARIGOPULA,1315019 - MP PRIMARY SCHOOL,1,1,3,219,4,55
28211800902,Andhra Pradesh                     ,KURNOOL,KALLUR,BASTIPADU,1318306 - M.P.U.P.School,1,2,3,309,7,44
28211801304,Andhra Pradesh                     ,KURNOOL,KALLUR,CHINNA TEKUR,1318632 - Z.P.H.S,1,5,3,200,3,67
28211800801,Andhra Pradesh                     ,KURNOOL,KALLUR,K.MARKAPURAM,1318028 - M.P.Primary School,1,1,3,165,3,55
28211890401,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318008 - M.P.Primary School,2,1,3,180,3,60
28211890405,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318012 - M.P.Primary School,2,1,3,221,4,55
28211890406,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318013 - M.P.Primary School,2,1,3,153,2,77
28211890407,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318014 - M.P.Primary School,2,1,3,105,2,53
28211890408,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318015 - M.P.Primary School,2,1,3,184,2,92
28211890409,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318016 - M.P.Primary School,2,1,3,135,2,68
28211890410,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318017 - M.P.Primary School,2,1,3,146,2,73
28211890411,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318018 - M.P.Primary School,2,1,3,194,2,97
28211890412,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318019 - M.P.Primary School,2,1,3,57,1,57
28211890413,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318020 - M.P.Primary School,2,1,3,205,3,68
28211890414,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318021 - M.P.Primary School,2,1,3,142,2,71
28211890417,Andhra Pradesh                     ,KURNOOL,KALLUR,KALLUR,1318024 - M.P.Primary School,2,1,3,147,2,74
