STCode,DTCode,DTName,SDTCode,SDTName,TVCode,Name
28,547,Krishna,05003,Nuzvid,000000,Nuzvid
28,547,Krishna,05003,Nuzvid,802968,Nuzvid (M)
28,547,Krishna,05004,Bapulapadu,000000,Bapulapadu
28,547,Krishna,05005,Agiripalle,000000,Agiripalle
28,547,Krishna,05006,G.Konduru,000000,G.Konduru
28,547,Krishna,05007,Kanchikacherla,000000,Kanchikacherla
28,547,Krishna,05008,Chandarlapadu,000000,Chandarlapadu
28,547,Krishna,05009,Ibrahimpatnam,000000,Ibrahimpatnam
28,547,Krishna,05010,Vijayawada (Urban),000000,Vijayawada (Urban)
28,547,Krishna,05010,Vijayawada (Urban),802969,Vijayawada (M Corp.) (Part)
28,547,Krishna,05011,Vijayawada (Rural),000000,Vijayawada (Rural)
28,547,Krishna,05011,Vijayawada (Rural),802969,Vijayawada (M Corp. + OG) (Part)
28,547,Krishna,05011,Vijayawada (Rural),802969,Vijayawada (M Corp.) (Part)
28,547,Krishna,05012,Gannavaram,000000,Gannavaram
28,547,Krishna,05013,Unguturu,000000,Unguturu
28,547,Krishna,05014,Nandivada,000000,Nandivada
28,547,Krishna,05015,Mandavalli,000000,Mandavalli
28,547,Krishna,05016,Kaikalur,000000,Kaikalur
28,547,Krishna,05017,Kalidindi,000000,Kalidindi
28,547,Krishna,05018,Kruthivennu,000000,Kruthivennu
28,547,Krishna,05019,Bantumilli,000000,Bantumilli
28,547,Krishna,05020,Mudinepalle,000000,Mudinepalle
28,547,Krishna,05021,Gudivada,000000,Gudivada
28,547,Krishna,05021,Gudivada,802970,Gudivada (M)
28,547,Krishna,05022,Pedaparupudi,000000,Pedaparupudi
28,547,Krishna,05023,Kankipadu,000000,Kankipadu
28,547,Krishna,05024,Penamaluru,000000,Penamaluru
28,547,Krishna,05024,Penamaluru,802969,Vijayawada (M Corp. + OG) (Part)
28,547,Krishna,05025,Thotlavalluru,000000,Thotlavalluru
28,547,Krishna,05026,Pamidimukkala,000000,Pamidimukkala
28,547,Krishna,05027,Vuyyuru,000000,Vuyyuru
28,547,Krishna,05028,Pamarru,000000,Pamarru
28,547,Krishna,05029,Gudlavalleru,000000,Gudlavalleru
28,547,Krishna,05030,Pedana,000000,Pedana
28,547,Krishna,05030,Pedana,802971,Pedana (M)
28,547,Krishna,05031,Guduru,000000,Guduru
28,547,Krishna,05032,Movva,000000,Movva
28,547,Krishna,05033,Ghantasala,000000,Ghantasala
28,547,Krishna,05034,Machilipatnam,000000,Machilipatnam
28,547,Krishna,05034,Machilipatnam,802972,Machilipatnam (M)
28,547,Krishna,05035,Challapalle,000000,Challapalle
28,547,Krishna,05036,Mopidevi,000000,Mopidevi
28,547,Krishna,05037,Avanigadda,000000,Avanigadda
28,547,Krishna,05038,Nagayalanka,000000,Nagayalanka
28,547,Krishna,05039,Koduru,000000,Koduru
28,548,Guntur,00000,Guntur,000000,Guntur
28,548,Guntur,05040,Macherla,000000,Macherla
28,548,Guntur,05040,Macherla,802973,Macherla (M)
28,548,Guntur,05041,Veldurthi,000000,Veldurthi
28,548,Guntur,05042,Durgi,000000,Durgi
28,548,Guntur,05043,Rentachintala,000000,Rentachintala
28,548,Guntur,05044,Gurazala,000000,Gurazala
28,548,Guntur,05045,Dachepalle,000000,Dachepalle
28,548,Guntur,05046,Karempudi,000000,Karempudi
28,548,Guntur,05047,Piduguralla,000000,Piduguralla
28,548,Guntur,05047,Piduguralla,802974,Piduguralla (NP)
28,548,Guntur,05048,Machavaram,000000,Machavaram
28,548,Guntur,05049,Bellamkonda,000000,Bellamkonda
28,548,Guntur,05050,Atchampet,000000,Atchampet
28,548,Guntur,05051,Krosuru,000000,Krosuru
28,548,Guntur,05052,Amaravathi,000000,Amaravathi
28,548,Guntur,05053,Thullur,000000,Thullur
28,548,Guntur,05054,Tadepalle,000000,Tadepalle
28,548,Guntur,05054,Tadepalle,802975,Tadepalle (M + OG)
28,548,Guntur,05054,Tadepalle,802975,Tadepalle (M)
28,548,Guntur,05055,Mangalagiri,000000,Mangalagiri
28,548,Guntur,05055,Mangalagiri,802976,Mangalagiri (M + OG)
28,548,Guntur,05055,Mangalagiri,802976,Mangalagiri (M)
28,548,Guntur,05056,Tadikonda,000000,Tadikonda
28,548,Guntur,05057,Pedakurapadu,000000,Pedakurapadu
28,548,Guntur,05058,Sattenapalle,000000,Sattenapalle
28,548,Guntur,05058,Sattenapalle,802977,Sattenapalle (M)
28,548,Guntur,05059,Rajupalem,000000,Rajupalem
28,548,Guntur,05060,Nekarikallu,000000,Nekarikallu
28,548,Guntur,05061,Bollapalle,000000,Bollapalle
28,548,Guntur,05062,Vinukonda,000000,Vinukonda
28,548,Guntur,05062,Vinukonda,802978,Vinukonda (M + OG)
28,548,Guntur,05062,Vinukonda,802978,Vinukonda (M)
28,548,Guntur,05063,Nuzendla,000000,Nuzendla
28,548,Guntur,05064,Savalyapuram H/O Kanamarlapudi,000000,Savalyapuram H/O Kanamarlapudi
28,548,Guntur,05065,Ipur,000000,Ipur
28,548,Guntur,05066,Rompicherla,000000,Rompicherla
28,548,Guntur,05067,Narasaraopet,000000,Narasaraopet
28,548,Guntur,05067,Narasaraopet,802979,Narasaraopet (M + OG)
28,548,Guntur,05067,Narasaraopet,802979,Narasaraopet (M)
28,548,Guntur,05068,Muppalla,000000,Muppalla
28,548,Guntur,05069,Nadendla,000000,Nadendla
28,548,Guntur,05070,"Chilakaluripet
 H/O.Purushotha Patnam",000000,"Chilakaluripet
 H/O.Purushotha Patnam"
28,548,Guntur,05070,"Chilakaluripet
 H/O.Purushotha Patnam",802980,Chilakaluripet (M)
28,548,Guntur,05071,Edlapadu,000000,Edlapadu
28,548,Guntur,05072,Phirangipuram,000000,Phirangipuram
28,548,Guntur,05073,Medikonduru,000000,Medikonduru
28,548,Guntur,05074,Guntur,000000,Guntur
28,548,Guntur,05074,Guntur,802981,Guntur (M Corp. + OG)
28,548,Guntur,05074,Guntur,802981,Guntur (M Corp.)
28,548,Guntur,05075,Pedakakani,000000,Pedakakani
28,548,Guntur,05076,Duggirala,000000,Duggirala
28,548,Guntur,05077,Kollipara,000000,Kollipara
28,548,Guntur,05078,Tenali,000000,Tenali
28,548,Guntur,05078,Tenali,802982,Tenali (M)
28,548,Guntur,05079,Chebrolu,000000,Chebrolu
28,548,Guntur,05080,Vatticherukuru,000000,Vatticherukuru
28,548,Guntur,05081,Prathipadu,000000,Prathipadu
28,548,Guntur,05082,Pedanandipadu,000000,Pedanandipadu
28,548,Guntur,05083,Kakumanu,000000,Kakumanu
28,548,Guntur,05084,Ponnur,000000,Ponnur
28,548,Guntur,05084,Ponnur,802983,Ponnur (M)
28,548,Guntur,05085,Tsundur,000000,Tsundur
28,548,Guntur,05086,Amruthalur,000000,Amruthalur
28,548,Guntur,05087,Vemuru,000000,Vemuru
28,548,Guntur,05088,Kollur,000000,Kollur
28,548,Guntur,05089,Bhattiprolu,000000,Bhattiprolu
28,548,Guntur,05090,Cherukupalle H/O Arumbaka,000000,Cherukupalle H/O Arumbaka
28,548,Guntur,05091,Pittalavanipalem,000000,Pittalavanipalem
28,548,Guntur,05092,Karlapalem,000000,Karlapalem
28,548,Guntur,05093,Bapatla,000000,Bapatla
28,548,Guntur,05093,Bapatla,802984,Bapatla (M)
28,548,Guntur,05094,Nizampatnam,000000,Nizampatnam
28,548,Guntur,05095,Nagaram,000000,Nagaram
28,548,Guntur,05096,Repalle,000000,Repalle
28,548,Guntur,05096,Repalle,802985,Repalle (M)
28,549,Prakasam,00000,Prakasam,000000,Prakasam
28,549,Prakasam,00000,Prakasam,802987,Chirala (M + OG)
28,549,Prakasam,00000,Prakasam,802988,Ongole (M + OG)
28,549,Prakasam,05097,Yerragondapalem,000000,Yerragondapalem
28,549,Prakasam,05098,Pullalacheruvu,000000,Pullalacheruvu
28,549,Prakasam,05099,Tripuranthakam,000000,Tripuranthakam
28,549,Prakasam,05100,Dornala,000000,Dornala
28,549,Prakasam,05101,Peda  Araveedu,000000,Peda  Araveedu
28,549,Prakasam,05102,Donakonda,000000,Donakonda
28,549,Prakasam,05103,Kurichedu,000000,Kurichedu
28,549,Prakasam,05104,Santhamaguluru,000000,Santhamaguluru
28,549,Prakasam,05105,Ballikurava,000000,Ballikurava
28,549,Prakasam,05106,Martur,000000,Martur
28,549,Prakasam,05107,Yeddana Pudi,000000,Yeddana Pudi
28,549,Prakasam,05108,Parchur,000000,Parchur
28,549,Prakasam,05109,Karamchedu,000000,Karamchedu
28,549,Prakasam,05110,Inkollu,000000,Inkollu
28,549,Prakasam,05111,Janakavarampanguluru,000000,Janakavarampanguluru
28,549,Prakasam,05112,Addanki,000000,Addanki
28,549,Prakasam,05113,Mundlamuru,000000,Mundlamuru
28,549,Prakasam,05114,Darsi,000000,Darsi
28,549,Prakasam,05115,Markapur,000000,Markapur
28,549,Prakasam,05115,Markapur,802986,Markapur (M)
28,549,Prakasam,05116,Ardhaveedu,000000,Ardhaveedu
28,549,Prakasam,05117,Cumbum,000000,Cumbum
28,549,Prakasam,05118,Tarlupadu,000000,Tarlupadu
28,549,Prakasam,05119,Konakanamitla,000000,Konakanamitla
28,549,Prakasam,05120,Podili,000000,Podili
28,549,Prakasam,05121,Thallur,000000,Thallur
28,549,Prakasam,05122,Korisapadu,000000,Korisapadu
28,549,Prakasam,05123,Chirala,000000,Chirala
28,549,Prakasam,05123,Chirala,802987,Chirala (M + OG) (Part)
28,549,Prakasam,05123,Chirala,802987,Chirala (M)
28,549,Prakasam,05124,Vetapalem,000000,Vetapalem
28,549,Prakasam,05124,Vetapalem,802987,Chirala (M + OG) (Part)
28,549,Prakasam,05125,Chinaganjam,000000,Chinaganjam
28,549,Prakasam,05126,Naguluppala Padu,000000,Naguluppala Padu
28,549,Prakasam,05127,Maddipadu,000000,Maddipadu
28,549,Prakasam,05128,Chimakurthi,000000,Chimakurthi
28,549,Prakasam,05129,Marripudi,000000,Marripudi
28,549,Prakasam,05130,Hanumanthuni Padu,000000,Hanumanthuni Padu
28,549,Prakasam,05131,Bestawaripeta,000000,Bestawaripeta
28,549,Prakasam,05132,Racherla,000000,Racherla
28,549,Prakasam,05133,Giddalur,000000,Giddalur
28,549,Prakasam,05134,Komarolu,000000,Komarolu
28,549,Prakasam,05135,Veligandla,000000,Veligandla
28,549,Prakasam,05136,Kanigiri,000000,Kanigiri
28,549,Prakasam,05137,Kondapi,000000,Kondapi
28,549,Prakasam,05138,Santhanuthala Padu,000000,Santhanuthala Padu
28,549,Prakasam,05138,Santhanuthala Padu,802988,Ongole (M + OG) (Part)
28,549,Prakasam,05139,Ongole,000000,Ongole
28,549,Prakasam,05139,Ongole,802988,Ongole (M + OG) (Part)
28,549,Prakasam,05139,Ongole,802988,Ongole (M)
28,549,Prakasam,05140,Kotha Patnam,000000,Kotha Patnam
28,549,Prakasam,05141,Tangutur,000000,Tangutur
28,549,Prakasam,05142,Zarugumilli,000000,Zarugumilli
28,549,Prakasam,05143,Ponnaluru,000000,Ponnaluru
28,549,Prakasam,05144,Pedacherlo Palle,000000,Pedacherlo Palle
28,549,Prakasam,05145,Chandra Sekhara Puram,000000,Chandra Sekhara Puram
28,549,Prakasam,05146,Pamur,000000,Pamur
28,549,Prakasam,05147,Voletivaripalem,000000,Voletivaripalem
28,549,Prakasam,05148,Kandukur,000000,Kandukur
28,549,Prakasam,05148,Kandukur,802989,Kandukur (M)
28,549,Prakasam,05149,Singarayakonda,000000,Singarayakonda
28,549,Prakasam,05150,Lingasamudram,000000,Lingasamudram
28,549,Prakasam,05151,Gudluru,000000,Gudluru
28,549,Prakasam,05152,Ulavapadu,000000,Ulavapadu
28,550,Sri Potti Sriramulu Nellore,00000,Sri Potti Sriramulu Nellore,000000,Sri Potti Sriramulu Nellore
28,550,Sri Potti Sriramulu Nellore,00000,Sri Potti Sriramulu Nellore,802992,Gudur (M + OG)
28,550,Sri Potti Sriramulu Nellore,05153,Seetharamapuram,000000,Seetharamapuram
28,550,Sri Potti Sriramulu Nellore,05154,Udayagiri,000000,Udayagiri
28,550,Sri Potti Sriramulu Nellore,05155,Varikuntapadu,000000,Varikuntapadu
28,550,Sri Potti Sriramulu Nellore,05156,Kondapuram,000000,Kondapuram
28,550,Sri Potti Sriramulu Nellore,05157,Jaladanki,000000,Jaladanki
28,550,Sri Potti Sriramulu Nellore,05158,Kavali,000000,Kavali
28,550,Sri Potti Sriramulu Nellore,05158,Kavali,802990,Kavali (M + OG)
28,550,Sri Potti Sriramulu Nellore,05158,Kavali,802990,Kavali (M)
28,550,Sri Potti Sriramulu Nellore,05159,Bogole,000000,Bogole
28,550,Sri Potti Sriramulu Nellore,05160,Kaligiri,000000,Kaligiri
28,550,Sri Potti Sriramulu Nellore,05161,Vinjamur,000000,Vinjamur
28,550,Sri Potti Sriramulu Nellore,05162,Duttalur,000000,Duttalur
28,550,Sri Potti Sriramulu Nellore,05163,Marripadu,000000,Marripadu
28,550,Sri Potti Sriramulu Nellore,05164,Atmakur,000000,Atmakur
28,550,Sri Potti Sriramulu Nellore,05165,Anumasamudrampeta,000000,Anumasamudrampeta
28,550,Sri Potti Sriramulu Nellore,05166,Dagadarthi,000000,Dagadarthi
28,550,Sri Potti Sriramulu Nellore,05167,Allur,000000,Allur
28,550,Sri Potti Sriramulu Nellore,05168,Vidavalur,000000,Vidavalur
28,550,Sri Potti Sriramulu Nellore,05169,Kodavalur,000000,Kodavalur
28,550,Sri Potti Sriramulu Nellore,05170,Buchireddipalem,000000,Buchireddipalem
28,550,Sri Potti Sriramulu Nellore,05171,Sangam,000000,Sangam
28,550,Sri Potti Sriramulu Nellore,05172,Chejerla,000000,Chejerla
28,550,Sri Potti Sriramulu Nellore,05173,Ananthasagaram,000000,Ananthasagaram
28,550,Sri Potti Sriramulu Nellore,05174,Kaluvoya,000000,Kaluvoya
28,550,Sri Potti Sriramulu Nellore,05175,Rapur,000000,Rapur
28,550,Sri Potti Sriramulu Nellore,05176,Podalakur,000000,Podalakur
28,550,Sri Potti Sriramulu Nellore,05177,Nellore,000000,Nellore
28,550,Sri Potti Sriramulu Nellore,05177,Nellore,802991,Nellore (M Corp. + OG)
28,550,Sri Potti Sriramulu Nellore,05177,Nellore,802991,Nellore (M Corp.)
28,550,Sri Potti Sriramulu Nellore,05178,Kovur,000000,Kovur
28,550,Sri Potti Sriramulu Nellore,05179,Indukurpet,000000,Indukurpet
28,550,Sri Potti Sriramulu Nellore,05180,Thotapalligudur,000000,Thotapalligudur
28,550,Sri Potti Sriramulu Nellore,05181,Muthukur,000000,Muthukur
28,550,Sri Potti Sriramulu Nellore,05182,Venkatachalam,000000,Venkatachalam
28,550,Sri Potti Sriramulu Nellore,05183,Manubolu,000000,Manubolu
28,550,Sri Potti Sriramulu Nellore,05184,Gudur,000000,Gudur
28,550,Sri Potti Sriramulu Nellore,05184,Gudur,802992,Gudur (M + OG) (Part)
28,550,Sri Potti Sriramulu Nellore,05185,Sydapuram,000000,Sydapuram
28,550,Sri Potti Sriramulu Nellore,05186,Dakkili,000000,Dakkili
28,550,Sri Potti Sriramulu Nellore,05187,Venkatagiri,000000,Venkatagiri
28,550,Sri Potti Sriramulu Nellore,05187,Venkatagiri,802993,Venkatagiri (M + OG)
28,550,Sri Potti Sriramulu Nellore,05187,Venkatagiri,802993,Venkatagiri (M)
28,550,Sri Potti Sriramulu Nellore,05188,Balayapalle,000000,Balayapalle
28,550,Sri Potti Sriramulu Nellore,05189,Ojili,000000,Ojili
28,550,Sri Potti Sriramulu Nellore,05190,Chillakur,000000,Chillakur
28,550,Sri Potti Sriramulu Nellore,05190,Chillakur,802992,Gudur (M + OG) (Part)
28,550,Sri Potti Sriramulu Nellore,05191,Kota,000000,Kota
28,550,Sri Potti Sriramulu Nellore,05192,Vakadu,000000,Vakadu
28,550,Sri Potti Sriramulu Nellore,05193,Chittamur,000000,Chittamur
28,550,Sri Potti Sriramulu Nellore,05194,Naidupet,000000,Naidupet
28,550,Sri Potti Sriramulu Nellore,05195,Pellakur,000000,Pellakur
28,550,Sri Potti Sriramulu Nellore,05196,Doravarisatram,000000,Doravarisatram
28,550,Sri Potti Sriramulu Nellore,05197,Sullurpeta,000000,Sullurpeta
28,550,Sri Potti Sriramulu Nellore,05198,Tada,000000,Tada
28,551,Y.S.R.,00000,Y.S.R.,000000,Y.S.R.
28,551,Y.S.R.,00000,Y.S.R.,802994,Badvel (M)
28,551,Y.S.R.,00000,Y.S.R.,802998,Kadapa (M Corp. + OG)
28,551,Y.S.R.,05199,Kondapuram,000000,Kondapuram
28,551,Y.S.R.,05200,Mylavaram,000000,Mylavaram
28,551,Y.S.R.,05201,Peddamudium,000000,Peddamudium
28,551,Y.S.R.,05202,Rajupalem,000000,Rajupalem
28,551,Y.S.R.,05203,Duvvur,000000,Duvvur
28,551,Y.S.R.,05204,S.Mydukur,000000,S.Mydukur
28,551,Y.S.R.,05205,Brahmamgarimattam,000000,Brahmamgarimattam
28,551,Y.S.R.,05206,Sri Avadhutha Kasinayana,000000,Sri Avadhutha Kasinayana
28,551,Y.S.R.,05207,Kalasapadu,000000,Kalasapadu
28,551,Y.S.R.,05208,Porumamilla,000000,Porumamilla
28,551,Y.S.R.,05209,B.Kodur,000000,B.Kodur
28,551,Y.S.R.,05210,Badvel,000000,Badvel
28,551,Y.S.R.,05210,Badvel,802994,Badvel (M) (Part)
28,551,Y.S.R.,05211,Gopavaram,000000,Gopavaram
28,551,Y.S.R.,05211,Gopavaram,802994,Badvel (M) (Part)
28,551,Y.S.R.,05212,Khajipet,000000,Khajipet
28,551,Y.S.R.,05213,Chapad,000000,Chapad
28,551,Y.S.R.,05214,Proddatur,000000,Proddatur
28,551,Y.S.R.,05214,Proddatur,802995,Proddatur (M + OG)
28,551,Y.S.R.,05214,Proddatur,802995,Proddatur (M)
28,551,Y.S.R.,05215,Jammalamadugu,000000,Jammalamadugu
28,551,Y.S.R.,05215,Jammalamadugu,802996,Jammalamadugu (NP)
28,551,Y.S.R.,05216,Muddanur,000000,Muddanur
28,551,Y.S.R.,05217,Simhadripuram,000000,Simhadripuram
28,551,Y.S.R.,05218,Lingala,000000,Lingala
28,551,Y.S.R.,05219,Pulivendla,000000,Pulivendla
28,551,Y.S.R.,05219,Pulivendla,802997,Pulivendla (M)
28,551,Y.S.R.,05220,Vemula,000000,Vemula
28,551,Y.S.R.,05221,Thondur,000000,Thondur
28,551,Y.S.R.,05222,Veerapunayunipalle,000000,Veerapunayunipalle
28,551,Y.S.R.,05223,Yerraguntla,000000,Yerraguntla
28,551,Y.S.R.,05224,Kamalapuram,000000,Kamalapuram
28,551,Y.S.R.,05225,Vallur,000000,Vallur
28,551,Y.S.R.,05226,Chennur,000000,Chennur
28,551,Y.S.R.,05226,Chennur,802998,Kadapa (M Corp. + OG) (Part)
28,551,Y.S.R.,05227,Atlur,000000,Atlur
28,551,Y.S.R.,05228,Vontimitta,000000,Vontimitta
28,551,Y.S.R.,05229,Sidhout,000000,Sidhout
28,551,Y.S.R.,05230,Kadapa,000000,Kadapa
28,551,Y.S.R.,05230,Kadapa,802998,Kadapa (M Corp.) (Part)
28,551,Y.S.R.,05231,Chinthakommadinne,000000,Chinthakommadinne
28,551,Y.S.R.,05231,Chinthakommadinne,802998,Kadapa (M Corp. + OG) (Part)
28,551,Y.S.R.,05231,Chinthakommadinne,802998,Kadapa (M Corp.) (Part)
28,551,Y.S.R.,05232,Pendlimarri,000000,Pendlimarri
28,551,Y.S.R.,05233,Vempalle,000000,Vempalle
28,551,Y.S.R.,05234,Chakrayapet,000000,Chakrayapet
28,551,Y.S.R.,05235,Galiveedu,000000,Galiveedu
28,551,Y.S.R.,05236,Chinnamandem,000000,Chinnamandem
28,551,Y.S.R.,05237,Sambepalle,000000,Sambepalle
28,551,Y.S.R.,05238,T Sundupalle,000000,T Sundupalle
28,551,Y.S.R.,05239,Rayachoti,000000,Rayachoti
28,551,Y.S.R.,05239,Rayachoti,802999,Rayachoti (M)
28,551,Y.S.R.,05240,Lakkireddipalle,000000,Lakkireddipalle
28,551,Y.S.R.,05241,Ramapuram,000000,Ramapuram
28,551,Y.S.R.,05242,Veeraballe,000000,Veeraballe
28,551,Y.S.R.,05243,Nandalur,000000,Nandalur
28,551,Y.S.R.,05244,Penagalur,000000,Penagalur
28,551,Y.S.R.,05245,Chitvel,000000,Chitvel
28,551,Y.S.R.,05246,Rajampet,000000,Rajampet
28,551,Y.S.R.,05246,Rajampet,803000,Rajampet (NP + OG)
28,551,Y.S.R.,05246,Rajampet,803000,Rajampet (NP)
28,551,Y.S.R.,05247,Pullampeta,000000,Pullampeta
28,551,Y.S.R.,05248,Obulavaripalle,000000,Obulavaripalle
28,551,Y.S.R.,05249,Kodur,000000,Kodur
28,552,Kurnool,00000,Kurnool,000000,Kurnool
28,552,Kurnool,00000,Kurnool,803002,Kurnool (M Corp. + OG)
28,552,Kurnool,05250,Mantralayam,000000,Mantralayam
28,552,Kurnool,05251,Kosigi,000000,Kosigi
28,552,Kurnool,05252,Kowthalam,000000,Kowthalam
28,552,Kurnool,05253,Pedda Kadubur,000000,Pedda Kadubur
28,552,Kurnool,05254,Yemmiganur,000000,Yemmiganur
28,552,Kurnool,05254,Yemmiganur,803001,Yemmiganur (M)
28,552,Kurnool,05255,Nandavaram,000000,Nandavaram
28,552,Kurnool,05256,C.Belagal,000000,C.Belagal
28,552,Kurnool,05257,Gudur,000000,Gudur
28,552,Kurnool,05258,Kallur,000000,Kallur
28,552,Kurnool,05258,Kallur,803002,Kurnool (M Corp. + OG) (Part)
28,552,Kurnool,05259,Kurnool,000000,Kurnool
28,552,Kurnool,05259,Kurnool,803002,Kurnool (M Corp. + OG) (Part)
28,552,Kurnool,05259,Kurnool,803002,Kurnool (M Corp.) (Part)
28,552,Kurnool,05260,Nandikotkur,000000,Nandikotkur
28,552,Kurnool,05261,Pagidyala,000000,Pagidyala
28,552,Kurnool,05262,Jupadu Bungalow,000000,Jupadu Bungalow
28,552,Kurnool,05263,Kothapalle,000000,Kothapalle
28,552,Kurnool,05264,Srisailam,000000,Srisailam
28,552,Kurnool,05265,Atmakur,000000,Atmakur
28,552,Kurnool,05266,Pamulapadu,000000,Pamulapadu
28,552,Kurnool,05267,Midthur,000000,Midthur
28,552,Kurnool,05268,Orvakal,000000,Orvakal
28,552,Kurnool,05269,Kodumur,000000,Kodumur
28,552,Kurnool,05270,Gonegandla,000000,Gonegandla
28,552,Kurnool,05271,Adoni,000000,Adoni
28,552,Kurnool,05271,Adoni,803003,Adoni (M + OG)
28,552,Kurnool,05271,Adoni,803003,Adoni (M)
28,552,Kurnool,05272,Holagunda,000000,Holagunda
28,552,Kurnool,05273,Halaharvi,000000,Halaharvi
28,552,Kurnool,05274,Alur,000000,Alur
28,552,Kurnool,05275,Aspari,000000,Aspari
28,552,Kurnool,05276,Devanakonda,000000,Devanakonda
28,552,Kurnool,05277,Krishnagiri,000000,Krishnagiri
28,552,Kurnool,05278,Veldurthi,000000,Veldurthi
28,552,Kurnool,05279,Bethamcherla,000000,Bethamcherla
28,552,Kurnool,05280,Panyam,000000,Panyam
28,552,Kurnool,05281,Gadivemula,000000,Gadivemula
28,552,Kurnool,05282,Velgode,000000,Velgode
28,552,Kurnool,05283,Bandi Atmakur,000000,Bandi Atmakur
28,552,Kurnool,05284,Nandyal,000000,Nandyal
28,552,Kurnool,05284,Nandyal,803004,Nandyal (M + OG)
28,552,Kurnool,05284,Nandyal,803004,Nandyal (M)
28,552,Kurnool,05285,Mahanandi,000000,Mahanandi
28,552,Kurnool,05286,Sirvel,000000,Sirvel
28,552,Kurnool,05287,Gospadu,000000,Gospadu
28,552,Kurnool,05288,Banaganapalle,000000,Banaganapalle
28,552,Kurnool,05289,Dhone,000000,Dhone
28,552,Kurnool,05289,Dhone,803005,Dhone (NP)
28,552,Kurnool,05290,Pattikonda,000000,Pattikonda
28,552,Kurnool,05291,Chippagiri,000000,Chippagiri
28,552,Kurnool,05292,Maddikera (East),000000,Maddikera (East)
28,552,Kurnool,05293,Tuggali,000000,Tuggali
28,552,Kurnool,05294,Peapally,000000,Peapally
28,552,Kurnool,05295,Owk,000000,Owk
28,552,Kurnool,05296,Koilkuntla,000000,Koilkuntla
28,552,Kurnool,05297,Rudravaram,000000,Rudravaram
28,552,Kurnool,05298,Allagadda,000000,Allagadda
28,552,Kurnool,05299,Dornipadu,000000,Dornipadu
28,552,Kurnool,05300,Sanjamala,000000,Sanjamala
28,552,Kurnool,05301,Kolimigundla,000000,Kolimigundla
28,552,Kurnool,05302,Uyyalawada,000000,Uyyalawada
28,552,Kurnool,05303,Chagalamarri,000000,Chagalamarri
28,553,Anantapur,00000,Anantapur,000000,Anantapur
28,553,Anantapur,00000,Anantapur,803009,Anantapur (M Corp. + OG)
28,553,Anantapur,05304,D.Hirehal,000000,D.Hirehal
28,553,Anantapur,05305,Rayadurg,000000,Rayadurg
28,553,Anantapur,05305,Rayadurg,803006,Rayadurg (M)
28,553,Anantapur,05306,Kanekal,000000,Kanekal
28,553,Anantapur,05307,Bommanahal,000000,Bommanahal
28,553,Anantapur,05308,Vidapanakal,000000,Vidapanakal
28,553,Anantapur,05309,Guntakal,000000,Guntakal
28,553,Anantapur,05309,Guntakal,803007,Guntakal (M)
28,553,Anantapur,05310,Gooty,000000,Gooty
28,553,Anantapur,05311,Peddavadugur,000000,Peddavadugur
28,553,Anantapur,05312,Yadiki,000000,Yadiki
28,553,Anantapur,05313,Tadpatri,000000,Tadpatri
28,553,Anantapur,05313,Tadpatri,803008,Tadpatri (M)
28,553,Anantapur,05314,Peddapappur,000000,Peddapappur
28,553,Anantapur,05315,Pamidi,000000,Pamidi
28,553,Anantapur,05316,Vajrakarur,000000,Vajrakarur
28,553,Anantapur,05317,Uravakonda,000000,Uravakonda
28,553,Anantapur,05318,Beluguppa,000000,Beluguppa
28,553,Anantapur,05319,Gummagatta,000000,Gummagatta
28,553,Anantapur,05320,Brahmasamudram,000000,Brahmasamudram
28,553,Anantapur,05321,Kalyandurg,000000,Kalyandurg
28,553,Anantapur,05322,Atmakur,000000,Atmakur
28,553,Anantapur,05323,Kudair,000000,Kudair
28,553,Anantapur,05324,Garladinne,000000,Garladinne
28,553,Anantapur,05325,Singanamala,000000,Singanamala
28,553,Anantapur,05326,Putlur,000000,Putlur
28,553,Anantapur,05327,Yellanur,000000,Yellanur
28,553,Anantapur,05328,Narpala,000000,Narpala
28,553,Anantapur,05329,Bukkaraya Samudram,000000,Bukkaraya Samudram
28,553,Anantapur,05330,Anantapur,000000,Anantapur
28,553,Anantapur,05330,Anantapur,803009,Anantapur (M Corp. + OG) (Part)
28,553,Anantapur,05330,Anantapur,803009,Anantapur (M Corp.)
28,553,Anantapur,05331,Raptadu,000000,Raptadu
28,553,Anantapur,05331,Raptadu,803009,Anantapur (M Corp. + OG) (Part)
28,553,Anantapur,05332,Settur,000000,Settur
28,553,Anantapur,05333,Kundurpi,000000,Kundurpi
28,553,Anantapur,05334,Kambadur,000000,Kambadur
28,553,Anantapur,05335,Kanaganapalle,000000,Kanaganapalle
28,553,Anantapur,05336,Dharmavaram,000000,Dharmavaram
28,553,Anantapur,05336,Dharmavaram,803010,Dharmavaram (M)
28,553,Anantapur,05337,Bathalapalle,000000,Bathalapalle
28,553,Anantapur,05338,Tadimarri,000000,Tadimarri
28,553,Anantapur,05339,Mudigubba,000000,Mudigubba
28,553,Anantapur,05340,Talupula,000000,Talupula
28,553,Anantapur,05341,Nambulipulikunta,000000,Nambulipulikunta
28,553,Anantapur,05342,Gandlapenta,000000,Gandlapenta
28,553,Anantapur,05343,Kadiri,000000,Kadiri
28,553,Anantapur,05343,Kadiri,803011,Kadiri (M)
28,553,Anantapur,05344,Nallamada,000000,Nallamada
