tablename,statecode,districtcode,tahsilcode,towncode,areaname,figuretype,hh_number,pop_number,size_1,size_2,size_3,size_4,size_5,size_6,size_7-10,size_11-14,size_15+,size_mean
HH01,28,544,4871,0,Sub-district - Anakapalle,Urban,23941,90565,1446,3359,4532,8418,3776,1420,940,45,5,3.8
HH01,28,544,4872,0,Sub-district - Chodavaram,Total,23523,87427,2048,3306,4325,7649,3651,1569,934,39,2,3.7
HH01,28,544,4872,0,Sub-district - Chodavaram,Rural,18121,67579,1646,2489,3260,5816,2869,1257,753,30,1,3.7
HH01,28,544,4872,0,Sub-district - Chodavaram,Urban,5402,19848,402,817,1065,1833,782,312,181,9,1,3.7
HH01,28,544,4873,0,Sub-district - Butchayyapeta,Total,16904,65719,1395,2079,2892,5210,3045,1359,868,49,7,3.9
HH01,28,544,4873,0,Sub-district - Butchayyapeta,Rural,16904,65719,1395,2079,2892,5210,3045,1359,868,49,7,3.9
HH01,28,544,4873,0,Sub-district - Butchayyapeta,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,544,4874,0,Sub-district - Kotauratla,Total,14964,54021,1205,2303,3106,4887,2141,888,425,5,4,3.6
HH01,28,544,4874,0,Sub-district - Kotauratla,Rural,14964,54021,1205,2303,3106,4887,2141,888,425,5,4,3.6
HH01,28,544,4874,0,Sub-district - Kotauratla,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,544,4875,0,Sub-district - Makavarapalem,Total,15853,57191,1410,2300,3331,5152,2286,850,502,18,4,3.6
HH01,28,544,4875,0,Sub-district - Makavarapalem,Rural,15853,57191,1410,2300,3331,5152,2286,850,502,18,4,3.6
HH01,28,544,4875,0,Sub-district - Makavarapalem,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,544,4876,0,Sub-district - Kasimkota,Total,17406,65954,1386,2258,3191,5764,2803,1262,697,40,5,3.8
HH01,28,544,4876,0,Sub-district - Kasimkota,Rural,17406,65954,1386,2258,3191,5764,2803,1262,697,40,5,3.8
HH01,28,544,4876,0,Sub-district - Kasimkota,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,544,4877,0,Sub-district - Munagapaka,Total,14694,54875,1210,1976,2650,5005,2297,987,552,17,0,3.7
HH01,28,544,4877,0,Sub-district - Munagapaka,Rural,14694,54875,1210,1976,2650,5005,2297,987,552,17,0,3.7
HH01,28,544,4877,0,Sub-district - Munagapaka,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,544,4878,0,Sub-district - Atchutapuram,Total,17093,66346,1285,2162,2966,5589,2920,1260,842,61,8,3.9
HH01,28,544,4878,0,Sub-district - Atchutapuram,Rural,17093,66346,1285,2162,2966,5589,2920,1260,842,61,8,3.9
HH01,28,544,4878,0,Sub-district - Atchutapuram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,544,4879,0,Sub-district - Yelamanchili,Total,19054,69330,1837,2725,3577,6244,2843,1145,658,21,4,3.6
HH01,28,544,4879,0,Sub-district - Yelamanchili,Rural,11715,42418,1257,1634,2178,3722,1772,725,413,13,1,3.6
HH01,28,544,4879,0,Sub-district - Yelamanchili,Urban,7339,26912,580,1091,1399,2522,1071,420,245,8,3,3.7
HH01,28,544,4880,0,Sub-district - Nakkapalle,Total,20513,79910,1406,2763,3700,6237,3756,1551,1014,64,22,3.9
HH01,28,544,4880,0,Sub-district - Nakkapalle,Rural,18749,73215,1281,2505,3363,5666,3499,1423,930,61,21,3.9
HH01,28,544,4880,0,Sub-district - Nakkapalle,Urban,1764,6695,125,258,337,571,257,128,84,3,1,3.8
HH01,28,544,4881,0,Sub-district - Payakaraopeta,Total,23815,90940,1464,3295,4393,7806,4263,1628,939,23,4,3.8
HH01,28,544,4881,0,Sub-district - Payakaraopeta,Rural,16959,64898,1100,2333,3017,5480,3141,1202,663,20,3,3.8
HH01,28,544,4881,0,Sub-district - Payakaraopeta,Urban,6856,26042,364,962,1376,2326,1122,426,276,3,1,3.8
HH01,28,544,4882,0,Sub-district - S.Rayavaram,Total,19936,73647,1808,2941,3664,6372,3095,1213,793,32,18,3.7
HH01,28,544,4882,0,Sub-district - S.Rayavaram,Rural,19936,73647,1808,2941,3664,6372,3095,1213,793,32,18,3.7
HH01,28,544,4882,0,Sub-district - S.Rayavaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,544,4883,0,Sub-district - Rambilli,Total,13963,53865,1097,1898,2470,4480,2229,959,761,56,13,3.9
HH01,28,544,4883,0,Sub-district - Rambilli,Rural,13963,53865,1097,1898,2470,4480,2229,959,761,56,13,3.9
HH01,28,544,4883,0,Sub-district - Rambilli,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,0,0,District - East Godavari,Total,1425117,5094046,105919,245927,283866,478189,200320,71386,38351,1016,143,3.6
HH01,28,545,0,0,District - East Godavari,Rural,1071934,3800112,86305,189658,210914,352922,149911,53060,28352,713,99,3.5
HH01,28,545,0,0,District - East Godavari,Urban,353183,1293934,19614,56269,72952,125267,50409,18326,9999,303,44,3.7
HH01,28,545,4884,0,Sub-district - Maredumilli,Total,4759,16867,376,993,1134,1062,650,320,221,3,0,3.5
HH01,28,545,4884,0,Sub-district - Maredumilli,Rural,4759,16867,376,993,1134,1062,650,320,221,3,0,3.5
HH01,28,545,4884,0,Sub-district - Maredumilli,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4885,0,Sub-district - Devipatnam,Total,8603,26861,1148,2051,1928,2181,886,270,135,4,0,3.1
HH01,28,545,4885,0,Sub-district - Devipatnam,Rural,8603,26861,1148,2051,1928,2181,886,270,135,4,0,3.1
HH01,28,545,4885,0,Sub-district - Devipatnam,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4886,0,Sub-district - Y. Ramavaram,Total,7387,26365,578,1532,1770,1616,1047,461,368,14,1,3.6
HH01,28,545,4886,0,Sub-district - Y. Ramavaram,Rural,7387,26365,578,1532,1770,1616,1047,461,368,14,1,3.6
HH01,28,545,4886,0,Sub-district - Y. Ramavaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4887,0,Sub-district - Addateegala,Total,10767,34734,1096,2481,2681,2760,1193,368,183,4,1,3.2
HH01,28,545,4887,0,Sub-district - Addateegala,Rural,10767,34734,1096,2481,2681,2760,1193,368,183,4,1,3.2
HH01,28,545,4887,0,Sub-district - Addateegala,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4888,0,Sub-district - Rajavommangi,Total,11097,37052,1100,2376,2601,2969,1350,439,257,2,3,3.3
HH01,28,545,4888,0,Sub-district - Rajavommangi,Rural,11097,37052,1100,2376,2601,2969,1350,439,257,2,3,3.3
HH01,28,545,4888,0,Sub-district - Rajavommangi,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4889,0,Sub-district - Kotananduru,Total,13184,48142,949,2074,2683,4223,2081,776,389,7,2,3.7
HH01,28,545,4889,0,Sub-district - Kotananduru,Rural,13184,48142,949,2074,2683,4223,2081,776,389,7,2,3.7
HH01,28,545,4889,0,Sub-district - Kotananduru,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4890,0,Sub-district - Tuni,Total,36650,135231,2395,5515,7080,12656,5871,2015,1091,26,1,3.7
HH01,28,545,4890,0,Sub-district - Tuni,Rural,22273,82618,1463,3323,4235,7548,3744,1252,689,19,0,3.7
HH01,28,545,4890,0,Sub-district - Tuni,Urban,14377,52613,932,2192,2845,5108,2127,763,402,7,1,3.7
HH01,28,545,4891,0,Sub-district - Rowthulapudi,Total,14711,54403,779,2362,3035,4886,2353,844,441,9,2,3.7
HH01,28,545,4891,0,Sub-district - Rowthulapudi,Rural,14711,54403,779,2362,3035,4886,2353,844,441,9,2,3.7
HH01,28,545,4891,0,Sub-district - Rowthulapudi,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4892,0,Sub-district - Sankhavaram,Total,15547,56367,1144,2555,3106,4880,2574,847,433,6,2,3.6
HH01,28,545,4892,0,Sub-district - Sankhavaram,Rural,14182,51297,1061,2348,2827,4453,2334,751,401,6,1,3.6
HH01,28,545,4892,0,Sub-district - Sankhavaram,Urban,1365,5070,83,207,279,427,240,96,32,0,1,3.7
HH01,28,545,4893,0,Sub-district - Yeleswaram,Total,20182,75206,1203,3094,3985,6676,3298,1203,706,15,2,3.7
HH01,28,545,4893,0,Sub-district - Yeleswaram,Rural,20182,75206,1203,3094,3985,6676,3298,1203,706,15,2,3.7
HH01,28,545,4893,0,Sub-district - Yeleswaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4894,0,Sub-district - Gangavaram,Total,7533,24905,748,1654,1808,1930,917,303,170,2,1,3.3
HH01,28,545,4894,0,Sub-district - Gangavaram,Rural,7533,24905,748,1654,1808,1930,917,303,170,2,1,3.3
HH01,28,545,4894,0,Sub-district - Gangavaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4895,0,Sub-district - Rampachodavaram,Total,10489,34766,986,2326,2582,2644,1253,462,232,4,0,3.3
HH01,28,545,4895,0,Sub-district - Rampachodavaram,Rural,8033,26216,779,1876,2059,1853,942,352,171,1,0,3.3
HH01,28,545,4895,0,Sub-district - Rampachodavaram,Urban,2456,8550,207,450,523,791,311,110,61,3,0,3.5
HH01,28,545,4896,0,Sub-district - Seethanagaram,Total,21008,71471,2130,4165,4188,6533,2497,955,526,13,1,3.4
HH01,28,545,4896,0,Sub-district - Seethanagaram,Rural,21008,71471,2130,4165,4188,6533,2497,955,526,13,1,3.4
HH01,28,545,4896,0,Sub-district - Seethanagaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4897,0,Sub-district - Gokavaram,Total,19861,68525,1827,3712,4009,6316,2659,895,433,8,2,3.5
HH01,28,545,4897,0,Sub-district - Gokavaram,Rural,19861,68525,1827,3712,4009,6316,2659,895,433,8,2,3.5
HH01,28,545,4897,0,Sub-district - Gokavaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4898,0,Sub-district - Jaggampeta,Total,22134,78575,1686,3924,4487,7306,3031,1089,595,14,2,3.5
HH01,28,545,4898,0,Sub-district - Jaggampeta,Rural,22134,78575,1686,3924,4487,7306,3031,1089,595,14,2,3.5
HH01,28,545,4898,0,Sub-district - Jaggampeta,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4899,0,Sub-district - Kirlampudi,Total,20087,74085,1371,3089,3833,6790,3235,1128,619,21,1,3.7
HH01,28,545,4899,0,Sub-district - Kirlampudi,Rural,20087,74085,1371,3089,3833,6790,3235,1128,619,21,1,3.7
HH01,28,545,4899,0,Sub-district - Kirlampudi,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4900,0,Sub-district - Prathipadu,Total,21529,78495,1624,3596,4091,6780,3535,1204,678,14,7,3.6
HH01,28,545,4900,0,Sub-district - Prathipadu,Rural,21529,78495,1624,3596,4091,6780,3535,1204,678,14,7,3.6
HH01,28,545,4900,0,Sub-district - Prathipadu,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4901,0,Sub-district - Thondangi,Total,23630,87080,1853,3605,4492,7501,4111,1274,739,40,15,3.7
HH01,28,545,4901,0,Sub-district - Thondangi,Rural,23630,87080,1853,3605,4492,7501,4111,1274,739,40,15,3.7
HH01,28,545,4901,0,Sub-district - Thondangi,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4902,0,Sub-district - Gollaprolu,Total,21989,78748,1635,3770,4255,7386,3250,1121,559,13,0,3.6
HH01,28,545,4902,0,Sub-district - Gollaprolu,Rural,21989,78748,1635,3770,4255,7386,3250,1121,559,13,0,3.6
HH01,28,545,4902,0,Sub-district - Gollaprolu,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4903,0,Sub-district - Peddapuram,Total,35014,121783,2784,6313,7157,12000,4676,1432,640,9,3,3.5
HH01,28,545,4903,0,Sub-district - Peddapuram,Rural,21140,73831,1673,3814,4198,7252,2910,892,392,7,2,3.5
HH01,28,545,4903,0,Sub-district - Peddapuram,Urban,13874,47952,1111,2499,2959,4748,1766,540,248,2,1,3.5
HH01,28,545,4904,0,Sub-district - Gandepalle,Total,15904,54057,1415,3270,3195,5103,1934,663,315,8,1,3.4
HH01,28,545,4904,0,Sub-district - Gandepalle,Rural,15904,54057,1415,3270,3195,5103,1934,663,315,8,1,3.4
HH01,28,545,4904,0,Sub-district - Gandepalle,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4905,0,Sub-district - Korukonda,Total,22605,79043,1983,4162,4508,7231,2996,1117,596,11,1,3.5
HH01,28,545,4905,0,Sub-district - Korukonda,Rural,22605,79043,1983,4162,4508,7231,2996,1117,596,11,1,3.5
HH01,28,545,4905,0,Sub-district - Korukonda,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4906,0,Sub-district - Rajahmundry (Urban),Total,90916,338439,4488,13966,18695,32455,13277,5044,2865,108,18,3.7
HH01,28,545,4906,0,Sub-district - Rajahmundry (Urban),Rural,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4906,0,Sub-district - Rajahmundry (Urban),Urban,90916,338439,4488,13966,18695,32455,13277,5044,2865,108,18,3.7
HH01,28,545,4907,0,Sub-district - Rajahmundry Rural,Total,44506,163905,2362,6980,9138,15870,6397,2429,1295,27,8,3.7
HH01,28,545,4907,0,Sub-district - Rajahmundry Rural,Rural,8480,31205,528,1410,1657,2799,1308,483,288,6,1,3.7
HH01,28,545,4907,0,Sub-district - Rajahmundry Rural,Urban,36026,132700,1834,5570,7481,13071,5089,1946,1007,21,7,3.7
HH01,28,545,4908,0,Sub-district - Rajanagaram,Total,28935,105542,1767,4717,5692,10164,4294,1484,791,23,3,3.6
HH01,28,545,4908,0,Sub-district - Rajanagaram,Rural,28935,105542,1767,4717,5692,10164,4294,1484,791,23,3,3.6
HH01,28,545,4908,0,Sub-district - Rajanagaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4909,0,Sub-district - Rangampeta,Total,16115,56870,1258,2973,3083,5463,2165,745,419,8,1,3.5
HH01,28,545,4909,0,Sub-district - Rangampeta,Rural,16115,56870,1258,2973,3083,5463,2165,745,419,8,1,3.5
HH01,28,545,4909,0,Sub-district - Rangampeta,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4910,0,Sub-district - Samalkota,Total,38704,137312,2746,6867,7998,12981,5303,1819,967,21,2,3.5
HH01,28,545,4910,0,Sub-district - Samalkota,Rural,22788,80921,1629,4078,4617,7623,3124,1132,573,12,0,3.6
HH01,28,545,4910,0,Sub-district - Samalkota,Urban,15916,56391,1117,2789,3381,5358,2179,687,394,9,2,3.5
HH01,28,545,4911,0,Sub-district - Pithapuram,Total,36169,128278,2938,6095,7012,12400,5237,1644,814,26,3,3.5
HH01,28,545,4911,0,Sub-district - Pithapuram,Rural,21056,74227,1754,3645,4057,7131,3083,921,450,13,2,3.5
HH01,28,545,4911,0,Sub-district - Pithapuram,Urban,15113,54051,1184,2450,2955,5269,2154,723,364,13,1,3.6
HH01,28,545,4912,0,Sub-district - Kothapalle,Total,23549,82565,1938,4439,4670,7518,3286,1106,558,31,3,3.5
HH01,28,545,4912,0,Sub-district - Kothapalle,Rural,23549,82565,1938,4439,4670,7518,3286,1106,558,31,3,3.5
HH01,28,545,4912,0,Sub-district - Kothapalle,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4913,0,Sub-district - Kakinada (Rural),Total,46242,172605,2057,7030,9294,17034,6913,2449,1421,41,3,3.7
HH01,28,545,4913,0,Sub-district - Kakinada (Rural),Rural,11291,43218,596,1612,2056,3955,1877,689,490,14,2,3.8
HH01,28,545,4913,0,Sub-district - Kakinada (Rural),Urban,34951,129387,1461,5418,7238,13079,5036,1760,931,27,1,3.7
HH01,28,545,4914,0,Sub-district - Kakinada (Urban),Total,81987,306761,3895,12501,17030,28615,12357,4726,2760,94,9,3.7
HH01,28,545,4914,0,Sub-district - Kakinada (Urban),Rural,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4914,0,Sub-district - Kakinada (Urban),Urban,81987,306761,3895,12501,17030,28615,12357,4726,2760,94,9,3.7
HH01,28,545,4915,0,Sub-district - Pedapudi,Total,21152,71321,1982,4204,4359,7068,2308,818,404,9,0,3.4
HH01,28,545,4915,0,Sub-district - Pedapudi,Rural,21152,71321,1982,4204,4359,7068,2308,818,404,9,0,3.4
HH01,28,545,4915,0,Sub-district - Pedapudi,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4916,0,Sub-district - Biccavolu,Total,20861,70115,2094,4251,4212,6684,2289,870,454,7,0,3.4
HH01,28,545,4916,0,Sub-district - Biccavolu,Rural,20861,70115,2094,4251,4212,6684,2289,870,454,7,0,3.4
HH01,28,545,4916,0,Sub-district - Biccavolu,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4917,0,Sub-district - Anaparthy,Total,20980,70046,1987,4566,4445,6502,2096,899,474,10,1,3.3
HH01,28,545,4917,0,Sub-district - Anaparthy,Rural,20980,70046,1987,4566,4445,6502,2096,899,474,10,1,3.3
HH01,28,545,4917,0,Sub-district - Anaparthy,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4918,0,Sub-district - Kadiam,Total,25150,90339,1675,4189,4920,9097,3475,1160,619,13,2,3.6
HH01,28,545,4918,0,Sub-district - Kadiam,Rural,25150,90339,1675,4189,4920,9097,3475,1160,619,13,2,3.6
HH01,28,545,4918,0,Sub-district - Kadiam,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4919,0,Sub-district - Atreyapuram,Total,19149,65497,1711,3564,3904,6520,2397,715,325,11,2,3.4
HH01,28,545,4919,0,Sub-district - Atreyapuram,Rural,19149,65497,1711,3564,3904,6520,2397,715,325,11,2,3.4
HH01,28,545,4919,0,Sub-district - Atreyapuram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4920,0,Sub-district - Mandapeta,Total,38570,132165,3297,7387,7897,13208,4391,1612,753,20,5,3.4
HH01,28,545,4920,0,Sub-district - Mandapeta,Rural,22619,76481,2228,4381,4506,7656,2490,913,429,12,4,3.4
HH01,28,545,4920,0,Sub-district - Mandapeta,Urban,15951,55684,1069,3006,3391,5552,1901,699,324,8,1,3.5
HH01,28,545,4921,0,Sub-district - Rayavaram,Total,20206,66240,1980,4412,4182,6690,1981,663,292,6,0,3.3
HH01,28,545,4921,0,Sub-district - Rayavaram,Rural,20206,66240,1980,4412,4182,6690,1981,663,292,6,0,3.3
HH01,28,545,4921,0,Sub-district - Rayavaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4922,0,Sub-district - Karapa,Total,21880,76212,1792,3951,4226,7745,2770,949,441,5,1,3.5
HH01,28,545,4922,0,Sub-district - Karapa,Rural,21880,76212,1792,3951,4226,7745,2770,949,441,5,1,3.5
HH01,28,545,4922,0,Sub-district - Karapa,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4923,0,Sub-district - Kajuluru,Total,19970,70769,1697,3433,3720,6973,2652,936,544,13,2,3.5
HH01,28,545,4923,0,Sub-district - Kajuluru,Rural,19970,70769,1697,3433,3720,6973,2652,936,544,13,2,3.5
HH01,28,545,4923,0,Sub-district - Kajuluru,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4924,0,Sub-district - Ramachandrapuram,Total,32565,113414,2747,5798,6425,11299,4176,1437,675,8,0,3.5
HH01,28,545,4924,0,Sub-district - Ramachandrapuram,Rural,20152,70628,1756,3537,3859,6918,2651,963,461,7,0,3.5
HH01,28,545,4924,0,Sub-district - Ramachandrapuram,Urban,12413,42786,991,2261,2566,4381,1525,474,214,1,0,3.4
HH01,28,545,4925,0,Sub-district - Alamuru,Total,20904,73959,1428,3867,4011,7339,2870,899,481,9,0,3.5
HH01,28,545,4925,0,Sub-district - Alamuru,Rural,20904,73959,1428,3867,4011,7339,2870,899,481,9,0,3.5
HH01,28,545,4925,0,Sub-district - Alamuru,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4926,0,Sub-district - Ravulapalem,Total,23354,82615,1665,4145,4718,8253,2889,1086,585,13,0,3.5
HH01,28,545,4926,0,Sub-district - Ravulapalem,Rural,23354,82615,1665,4145,4718,8253,2889,1086,585,13,0,3.5
HH01,28,545,4926,0,Sub-district - Ravulapalem,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4927,0,Sub-district - Kothapeta,Total,21713,77367,1817,3504,4088,7532,3182,1092,492,6,0,3.6
HH01,28,545,4927,0,Sub-district - Kothapeta,Rural,21713,77367,1817,3504,4088,7532,3182,1092,492,6,0,3.6
HH01,28,545,4927,0,Sub-district - Kothapeta,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4928,0,Sub-district - Kapileswarapuram,Total,19937,66537,2214,3914,3731,6661,2375,705,328,7,2,3.3
HH01,28,545,4928,0,Sub-district - Kapileswarapuram,Rural,19937,66537,2214,3914,3731,6661,2375,705,328,7,2,3.3
HH01,28,545,4928,0,Sub-district - Kapileswarapuram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4929,0,Sub-district - Pamarru,Total,18375,62908,1735,3559,3540,6033,2341,782,379,6,0,3.4
HH01,28,545,4929,0,Sub-district - Pamarru,Rural,18375,62908,1735,3559,3540,6033,2341,782,379,6,0,3.4
HH01,28,545,4929,0,Sub-district - Pamarru,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4930,0,Sub-district - Thallarevu,Total,22341,82107,1519,3487,4287,7577,3526,1227,698,18,2,3.7
HH01,28,545,4930,0,Sub-district - Thallarevu,Rural,22341,82107,1519,3487,4287,7577,3526,1227,698,18,2,3.7
HH01,28,545,4930,0,Sub-district - Thallarevu,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4931,0,Sub-district - I. Polavaram,Total,19247,67228,1575,3541,3801,6432,2643,828,412,14,1,3.5
HH01,28,545,4931,0,Sub-district - I. Polavaram,Rural,19247,67228,1575,3541,3801,6432,2643,828,412,14,1,3.5
HH01,28,545,4931,0,Sub-district - I. Polavaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4932,0,Sub-district - Mummidivaram,Total,19437,67696,1841,3411,3736,6509,2577,911,437,14,1,3.5
HH01,28,545,4932,0,Sub-district - Mummidivaram,Rural,19437,67696,1841,3411,3736,6509,2577,911,437,14,1,3.5
HH01,28,545,4932,0,Sub-district - Mummidivaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4933,0,Sub-district - Ainavilli,Total,18106,65009,1506,2961,3318,6188,2714,937,469,12,1,3.6
HH01,28,545,4933,0,Sub-district - Ainavilli,Rural,18106,65009,1506,2961,3318,6188,2714,937,469,12,1,3.6
HH01,28,545,4933,0,Sub-district - Ainavilli,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4934,0,Sub-district - P.Gannavaram,Total,20397,74802,1495,3160,3674,7020,3334,1115,585,14,0,3.7
HH01,28,545,4934,0,Sub-district - P.Gannavaram,Rural,20397,74802,1495,3160,3674,7020,3334,1115,585,14,0,3.7
HH01,28,545,4934,0,Sub-district - P.Gannavaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4935,0,Sub-district - Ambajipeta,Total,17039,62887,1316,2659,3072,5597,2751,1023,603,17,1,3.7
HH01,28,545,4935,0,Sub-district - Ambajipeta,Rural,17039,62887,1316,2659,3072,5597,2751,1023,603,17,1,3.7
HH01,28,545,4935,0,Sub-district - Ambajipeta,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4936,0,Sub-district - Mamidikuduru,Total,19228,70617,1363,3051,3626,6536,2870,1104,659,18,1,3.7
HH01,28,545,4936,0,Sub-district - Mamidikuduru,Rural,19228,70617,1363,3051,3626,6536,2870,1104,659,18,1,3.7
HH01,28,545,4936,0,Sub-district - Mamidikuduru,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4937,0,Sub-district - Razole,Total,19336,70260,1418,3256,3867,6148,2817,1170,639,21,0,3.6
HH01,28,545,4937,0,Sub-district - Razole,Rural,19336,70260,1418,3256,3867,6148,2817,1170,639,21,0,3.6
HH01,28,545,4937,0,Sub-district - Razole,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4938,0,Sub-district - Malikipuram,Total,20274,75425,1163,3291,3882,6906,2953,1342,722,14,1,3.7
HH01,28,545,4938,0,Sub-district - Malikipuram,Rural,20274,75425,1163,3291,3882,6906,2953,1342,722,14,1,3.7
HH01,28,545,4938,0,Sub-district - Malikipuram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4939,0,Sub-district - Sakhinetipalle,Total,19202,72356,1158,3031,3561,6409,2873,1294,859,14,3,3.8
HH01,28,545,4939,0,Sub-district - Sakhinetipalle,Rural,19202,72356,1158,3031,3561,6409,2873,1294,859,14,3,3.8
HH01,28,545,4939,0,Sub-district - Sakhinetipalle,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4940,0,Sub-district - Allavaram,Total,17837,67628,1224,2622,3178,5777,3021,1228,758,26,3,3.8
HH01,28,545,4940,0,Sub-district - Allavaram,Rural,17837,67628,1224,2622,3178,5777,3021,1228,758,26,3,3.8
HH01,28,545,4940,0,Sub-district - Allavaram,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4941,0,Sub-district - Amalapuram,Total,39126,139227,2975,6509,7575,13924,5497,1749,873,19,5,3.6
HH01,28,545,4941,0,Sub-district - Amalapuram,Rural,21288,75677,1733,3549,3966,7511,3050,991,476,9,3,3.6
HH01,28,545,4941,0,Sub-district - Amalapuram,Urban,17838,63550,1242,2960,3609,6413,2447,758,397,10,2,3.6
HH01,28,545,4942,0,Sub-district - Uppalaguptam,Total,16767,59739,1543,2749,3104,5537,2495,889,435,14,1,3.6
HH01,28,545,4942,0,Sub-district - Uppalaguptam,Rural,16767,59739,1543,2749,3104,5537,2495,889,435,14,1,3.6
HH01,28,545,4942,0,Sub-district - Uppalaguptam,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,545,4943,0,Sub-district - Katrenikona,Total,20221,74523,1743,3268,3587,6096,3431,1314,740,32,10,3.7
HH01,28,545,4943,0,Sub-district - Katrenikona,Rural,20221,74523,1743,3268,3587,6096,3431,1314,740,32,10,3.7
HH01,28,545,4943,0,Sub-district - Katrenikona,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,546,0,0,District - West Godavari,Total,1088531,3872536,77160,197881,215620,368830,145166,54229,28809,739,97,3.6
HH01,28,546,0,0,District - West Godavari,Rural,875358,3086106,64878,164047,173398,293252,114856,42471,21867,528,61,3.5
HH01,28,546,0,0,District - West Godavari,Urban,213173,786430,12282,33834,42222,75578,30310,11758,6942,211,36,3.7
HH01,28,546,4944,0,Sub-district - Chintalapudi,Total,24902,88900,1676,4657,4894,8257,3392,1310,701,11,4,3.6
HH01,28,546,4944,0,Sub-district - Chintalapudi,Rural,24902,88900,1676,4657,4894,8257,3392,1310,701,11,4,3.6
HH01,28,546,4944,0,Sub-district - Chintalapudi,Urban,0,0,0,0,0,0,0,0,0,0,0,0
HH01,28,546,4945,0,Sub-district - Lingapalem,Total,15582,58146,800,2650,2926,5316,2239,1079,563,9,0,3.7
